BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by CENTURY 21 Milestone Realty,Co-op for sale,119000,3,1,2184.207862,89-00 170 St Unit 11N,"Jamaica, NY 11432","89-00 170 St Unit 11NJamaica, NY 11432",New York,Queens County,Queens,Jamaica,8900,"8900 170th St Apt 11l, Jamaica, NY 11432, USA",40.7095699,-73.79113
Brokered by Brown Harris Stevens,Co-op for sale,935000,2,2,1150,166 E 96th St Apt 6A,"Manhattan, NY 10128","166 E 96th St Apt 6AManhattan, NY 10128",New York,New York County,New York,Manhattan,166,"166 E 96th St Apt 6a, New York, NY 10128, USA",40.7856236,-73.9507052
Brokered by COMPASS,Pending,750000,3,2,1260,1947 Adam Clayton Powell Jr Blvd Apt 1,"Manhattan, NY 10026","1947 Adam Clayton Powell Jr Blvd Apt 1Manhattan, NY 10026",United States,New York,New York County,New York,Adam Clayton Powell Junior Boulevard,"1947 Adam Clayton Powell Jr Blvd, New York, NY 10026, USA",40.8040569,-73.951435
Brokered by NEXT - NextStopNY,Co-op for sale,318000,3,1,450,200 E 36th St Apt 4J,"New York, NY 10016","200 E 36th St Apt 4JNew York, NY 10016",New York,New York County,New York,Manhattan,200,"200 E 36th St #4j, New York, NY 10016, USA",40.7467649,-73.976998
Brokered by Winzone Realty Inc,House for sale,3399000,7,2.3738608579684373,3446,119-12 83rd Ave,"Kew Gardens, NY 11415","119-12 83rd AveKew Gardens, NY 11415",United States,New York,Queens County,Queens,83rd Avenue,"11912 83rd Ave, Jamaica, NY 11415, USA",40.7082867,-73.8335669
Brokered by P R O Links Realty Inc,Townhouse for sale,528000,2,2,2184.207862,114-03 Inwood St,"Jamaica, NY 11436","114-03 Inwood StJamaica, NY 11436",United States,New York,Queens County,Queens,Inwood Street,"114-3 Inwood St, Jamaica, NY 11436, USA",40.6850187,-73.7977904
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse for sale,7800000,7,8,7200,120 E 61st St,"New York, NY 10065","120 E 61st StNew York, NY 10065",United States,New York,New York County,New York,East 61st Street,"120 E 61st St, New York, NY 10065, USA",40.7636541,-73.9681695
Brokered by Keller Williams Realty Liberty,Co-op for sale,199888,1,1,2184.207862,153-25 88 St Unit 4E,"Howard Beach, NY 11414","153-25 88 St Unit 4EHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,153-25,"153-25 88th St #4e, Howard Beach, NY 11414, USA",40.6661012,-73.8471882
Brokered by Douglas Elliman - 936 Broadway,Multi-family home for sale,5950000,6,5,2184.207862,416 E 50th St,"New York, NY 10022","416 E 50th StNew York, NY 10022",United States,New York,New York County,New York,East 50th Street,"416 E 50th St, New York, NY 10022, USA",40.7534926,-73.9655356
"Brokered by John Edwards Real Estate, Inc.",Co-op for sale,315000,2,1,1000,3935 Blackstone Ave Apt 1A,"Bronx, NY 10471","3935 Blackstone Ave Apt 1ABronx, NY 10471",New York,Bronx County,The Bronx,Riverdale,3935,"3935 Blackstone Ave #1a, Bronx, NY 10471, USA",40.890384,-73.9117878
Brokered by CENTURY 21 Milestone Realty,Co-op for sale,119000,3,1,2184.207862,89-00 170 St Unit 11N,"Jamaica, NY 11432","89-00 170 St Unit 11NJamaica, NY 11432",New York,Queens County,Queens,Jamaica,8900,"8900 170th St Apt 11l, Jamaica, NY 11432, USA",40.7095699,-73.79113
Brokered by Corcoran East Side,Co-op for sale,899000,1,1,2184.207862,300 E 54th St Apt 34A,"New York, NY 10022","300 E 54th St Apt 34ANew York, NY 10022",New York,New York County,New York,Manhattan,300,"300 E 54th St #34a, New York, NY 10022, USA",40.7570928,-73.9663495
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,2050000,4,2,1760,174 Eagle St,"Brooklyn, NY 11222","174 Eagle StBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,Eagle Street,"174 Eagle St, Brooklyn, NY 11222, USA",40.735132,-73.9536334
Brokered by Corcoran Williamsburg Bedford,Condo for sale,615000,2,1,733,148-09 Northern Blvd Apt 4F,"Queens, NY 11354","148-09 Northern Blvd Apt 4FQueens, NY 11354",United States,New York,Queens County,Queens,Northern Boulevard,"148-09 Northern Blvd, Flushing, NY 11354, USA",40.7654814,-73.8178731
Brokered by EXP Realty,Co-op for sale,178000,3,1,719,61-20 Grand Central Pkwy Unit B1210,"Forest Hills, NY 11375","61-20 Grand Central Pkwy Unit B1210Forest Hills, NY 11375",United States,New York,Queens County,Queens,Grand Central Parkway,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",40.7379227,-73.8470718
Brokered by Re/Max In The City,Co-op for sale,279900,1,1,850,679 W 239th Ave Unit 3K,"Bronx, NY 10463","679 W 239th Ave Unit 3KBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,679,"679 W 239th St #3c, Bronx, NY 10463, USA",40.8901764,-73.9146261
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,385000,3,1,440,400 W 58th St Apt 4B,"New York, NY 10019","400 W 58th St Apt 4BNew York, NY 10019",New York,New York County,New York,Manhattan,400,"400 W 58th St #4b, New York, NY 10019, USA",40.7682097,-73.9846027
"Brokered by Tom Crimmins Realty, Ltd.",Condo for sale,209000,1,1,650,1000 Clove Rd Apt 5D,"Staten Island, NY 10301","1000 Clove Rd Apt 5DStaten Island, NY 10301",New York,Richmond County,Staten Island,Castleton Corners,1000,"1000 Clove Rd #5b, Staten Island, NY 10301, USA",40.6202645,-74.1099106
"Brokered by Apaus, Inc",Co-op for sale,259000,3,1,590,35-35 75th St Unit 225,"Jackson Heights, NY 11372","35-35 75th St Unit 225Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3535,"3535 75th St Apt 225, Jackson Heights, NY 11372, USA",40.7510999,-73.89118
Brokered by Modlin Group LLC,Co-op for sale,695000,1,1,2184.207862,303 W 66th St Apt 11JW,"New York, NY 10023","303 W 66th St Apt 11JWNew York, NY 10023",New York,New York County,New York,Manhattan,303,"303 W 66th St #11j, New York, NY 10023, USA",40.776554,-73.9876401
Brokered by Winzone Realty Inc,Multi-family home for sale,1980000,3,3,3536,2635 E 19th St,"Brooklyn, NY 11235","2635 E 19th StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,East 19th Street,"2635 E 19th St, Brooklyn, NY 11235, USA",40.5875466,-73.9501033
Brokered by COMPASS,Co-op for sale,1950000,2,2,2184.207862,350 Bleecker St Unit 3WX,"Manhattan, NY 10014","350 Bleecker St Unit 3WXManhattan, NY 10014",New York,New York County,New York,Manhattan,350,"350 Bleecker St #3w, New York, NY 10014, USA",40.7341122,-74.004816
Brokered by TREBACH REALTY INC,Pending,1595000,4,2,2627,519 Tulfan Ter,"Bronx, NY 10463","519 Tulfan TerBronx, NY 10463",United States,New York,Bronx County,The Bronx,Tulfan Terrace,"519 Tulfan Terrace, Bronx, NY 10463, USA",40.8872408,-73.9082189
Brokered by Han Tang Realty Inc.,Multi-family home for sale,919000,6,3,1760,2039 Continental Ave,"Bronx, NY 10461","2039 Continental AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Continental Avenue,"2039 Continental Ave, Bronx, NY 10461, USA",40.8529073,-73.830339
Brokered by Coleman Real Estate Team,House for sale,285000,3,2.3738608579684373,2184.207862,372 Atkins Ave,"Brooklyn, NY 11208","372 Atkins AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Atkins Avenue,"372 Atkins Ave, Brooklyn, NY 11208, USA",40.6695084,-73.8779921
Brokered by Brown Harris Stevens,Co-op for sale,499000,3,2,1200,1100 Grand Concourse Apt 2F,"Bronx, NY 10456","1100 Grand Concourse Apt 2FBronx, NY 10456",New York,Bronx County,The Bronx,3G,1100,"1100 Grand Concourse #2f, Bronx, NY 10456, USA",40.831991,-73.919124
Brokered by Brown Harris Stevens,Co-op for sale,359000,2,1,850,1901 Madison Ave Apt 412,"Manhattan, NY 10035","1901 Madison Ave Apt 412Manhattan, NY 10035",New York,New York County,New York,Manhattan,1901,"1901 Madison Ave Apt 412, New York, NY 10035, USA",40.804259,-73.9415268
NoBroker,Condo for sale,771770,2,2,710,134-16 35th Ave Unit 11D,"Flushing, NY 11354","134-16 35th Ave Unit 11DFlushing, NY 11354",New York,Queens County,Queens,Flushing,134-16,"134-16 35th Ave #11d, Flushing, NY 11354, USA",40.7639577,-73.8325965
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,3550000,3,2,2693,144 W 18th St Apt 3E,"New York, NY 10011","144 W 18th St Apt 3ENew York, NY 10011",New York,New York County,New York,Manhattan,144,"144 W 18th St #3e, New York, NY 10011, USA",40.7404065,-73.9970822
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse for sale,9750000,8,7,7228,53 E 64th St Unit Th,"New York, NY 10065","53 E 64th St Unit ThNew York, NY 10065",United States,New York,New York County,New York,East 64th Street,"53 E 64th St, New York, NY 10065, USA",40.7664631,-73.9679613
Brokered by BHHS New York Properties,Co-op for sale,4395000,6,4,2700,47 E 88th St Unit 4C,"New York, NY 10128","47 E 88th St Unit 4CNew York, NY 10128",New York,New York County,New York,Manhattan,47,"47 E 88th St #4c, New York, NY 10128, USA",40.7822272,-73.9575194
Brokered by Corcoran East Side,Co-op for sale,695000,1,2,2184.207862,955 Lexington Ave # 11A,"New York, NY 10021","955 Lexington Ave # 11ANew York, NY 10021",New York,New York County,New York,Manhattan,955,"955 Lexington Ave #11a, New York, NY 10021, USA",40.7687538,-73.9631311
Brokered by EXIT REALTY FIRST CHOICE,Multi-family home for sale,1398000,4,2,2184.207862,73-28 173rd St,"Fresh Meadows, NY 11366","73-28 173rd StFresh Meadows, NY 11366",United States,New York,Queens County,Queens,173rd Street,"73-28 173rd St, Flushing, NY 11366, USA",40.7283735,-73.7970194
Brokered by COMPASS,Co-op for sale,1950000,2,2,2184.207862,350 Bleecker St Unit 3WX,"Manhattan, NY 10014","350 Bleecker St Unit 3WXManhattan, NY 10014",New York,New York County,New York,Manhattan,350,"350 Bleecker St #3w, New York, NY 10014, USA",40.7341122,-74.004816
Brokered by Coleman Real Estate Team,House for sale,285000,3,2.3738608579684373,2184.207862,372 Atkins Ave,"Brooklyn, NY 11208","372 Atkins AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Atkins Avenue,"372 Atkins Ave, Brooklyn, NY 11208, USA",40.6695084,-73.8779921
Brokered by TREBACH REALTY INC,Pending,1595000,4,2,2627,519 Tulfan Ter,"Bronx, NY 10463","519 Tulfan TerBronx, NY 10463",United States,New York,Bronx County,The Bronx,Tulfan Terrace,"519 Tulfan Terrace, Bronx, NY 10463, USA",40.8872408,-73.9082189
Brokered by COMPASS,Condo for sale,645000,3,1,419,181 7th Ave Apt 5A,"Manhattan, NY 10011","181 7th Ave Apt 5AManhattan, NY 10011",New York,New York County,New York,Manhattan,181,"181 7th Ave #5a, New York, NY 10011, USA",40.7424515,-73.996531
Brokered by Welcome Home Realty Network,Multi-family home for sale,859000,6,3,2184.207862,1266 Findlay Ave,"Bronx, NY 10456","1266 Findlay AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,Findlay Avenue,"1266 Findlay Ave, Bronx, NY 10456, USA",40.8340749,-73.9113421
NoBroker,Condo for sale,771770,2,2,710,134-16 35th Ave Unit 11D,"Flushing, NY 11354","134-16 35th Ave Unit 11DFlushing, NY 11354",New York,Queens County,Queens,Flushing,134-16,"134-16 35th Ave #11d, Flushing, NY 11354, USA",40.7639577,-73.8325965
Brokered by Corcoran East Side,House for sale,19500000,5,7,2184.207862,118 E 83rd St,"New York, NY 10028","118 E 83rd StNew York, NY 10028",United States,New York,New York County,New York,East 83rd Street,"118 E 83rd St, New York, NY 10028, USA",40.7776535,-73.957772
Brokered by COMPASS,Condo for sale,1250000,2,2,1434,380 Lenox Ave Unit 4B,"Manhattan, NY 10027","380 Lenox Ave Unit 4BManhattan, NY 10027",New York,New York County,New York,Manhattan,380,"380 Lenox Ave #4b, New York, NY 10037, USA",40.810446,-73.943187
Brokered by Keller Williams Rty Gold Coast,Co-op for sale,449000,2,1,2184.207862,7538 263rd St Unit A1,"Glen Oaks, NY 11004","7538 263rd St Unit A1Glen Oaks, NY 11004",New York,Queens County,Queens,Glen Oaks,75-38,"75-38 263rd St a1, Glen Oaks, NY 11004, USA",40.7493102,-73.7118303
Brokered by Serhant,Condo for sale,7990000,5,4,5202,46 Laight St Unit Maisonette,"New York, NY 10013","46 Laight St Unit MaisonetteNew York, NY 10013",United States,New York,New York County,New York,Laight Street,"46 Laight St, New York, NY 10013, USA",40.7221603,-74.0078633
Brokered by ANNE - Anne Weintraub,Co-op for sale,3950000,2,2,2184.207862,1 Fifth Ave Unit 19G,"New York, NY 10003","1 Fifth Ave Unit 19GNew York, NY 10003",New York County,New York,Manhattan,5th Avenue,Glucksman Ireland House,"Glucksman Ireland House, 1 5th Ave #19c, New York, NY 10003, USA",40.7316673,-73.996478
Brokered by Douglas Elliman - 280 Metropolitan,Multi-family home for sale,1399000,4,4,2049,980A Gates Ave,"Brooklyn, NY 11221","980A Gates AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Gates Avenue,"980A Gates Ave, Brooklyn, NY 11221, USA",40.6890219,-73.9244415
"Brokered by Nest Seekers International, Tribeca",Condo for sale,7750000,3,3,2184.207862,65 W 13th St Ph 1B,"New York, NY 10011","65 W 13th St Ph 1BNew York, NY 10011",New York County,New York,Manhattan,West 13th Street,Arnhold Hall,"Arnhold Hall, 65 W 13th St Ph 1B, New York, NY 10011, USA",40.7366739,-73.9966616
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1049000,4,3,2400,750 Kappock St Unit 611-614,"Bronx, NY 10463","750 Kappock St Unit 611-614Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,750,"750 Kappock St 611 614, Bronx, NY 10463, USA",40.881939,-73.9204858
Brokered by Elite Real Estate Group 1 Llc,House for sale,995000,4,3,2000,2220 Tiemann Ave,"Bronx, NY 10469","2220 Tiemann AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Tiemann Avenue,"2220 Tiemann Ave, Bronx, NY 10469, USA",40.8580267,-73.837909
Brokered by COMPASS,Co-op for sale,3195000,3,3,2184.207862,875 5th Ave Unit 9A,"Manhattan, NY 10065","875 5th Ave Unit 9AManhattan, NY 10065",New York,New York County,New York,Manhattan,875,"875 5th Ave #9a, New York, NY 10065, USA",40.7701916,-73.9682413
Brokered by Douglas Elliman - Bayside,Co-op for sale,360000,2,2,2184.207862,211-35 23rd Ave Unit 5F,"Bayside, NY 11360","211-35 23rd Ave Unit 5FBayside, NY 11360",New York,Queens County,Queens,Bayside,211-35,"211-35 23rd Ave #5f, Bayside, NY 11360, USA",40.7806336,-73.7800528
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,750000,3,2,1600,1070 Park Avenue Ave Units MAIS & 1A,"Manhattan, NY 10128","1070 Park Avenue Ave Units MAIS & 1AManhattan, NY 10128",United States,New York,New York County,New York,Park Avenue,"1070 Park Ave, New York, NY 10128, USA",40.7813792,-73.9554399
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,18000000,6,6,2184.207862,640 Park Ave Fl 3,"New York, NY 10065","640 Park Ave Fl 3New York, NY 10065",New York,New York County,New York,Manhattan,640,"640 Park Ave Fl 3, New York, NY 10065, USA",40.7676314,-73.9668788
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,300000,1,1,800,2942 W 5th St Apt 11S,"Brooklyn, NY 11224","2942 W 5th St Apt 11SBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,2942,"2942 W 5th St #11d, Brooklyn, NY 11224, USA",40.5774084,-73.9732594
Brokered by Staten Island Premiere Properties,House for sale,675888,3,1,1662,3744 Amboy Rd,"Staten Island, NY 10308","3744 Amboy RdStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Amboy Road,"3744 Amboy Rd, Staten Island, NY 10308, USA",40.5517925,-74.1441587
Brokered by COMPASS,Townhouse for sale,4400000,3,2.3738608579684373,2400,428 Clinton St,"Brooklyn, NY 11231","428 Clinton StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Clinton Street,"428 Clinton St, Brooklyn, NY 11231, USA",40.6819385,-73.9985074
Brokered by Gittens Quick Sale Realty Inc,Co-op for sale,215000,1,1,2184.207862,118-66 Metropolitan Ave Unit 1D,"Kew Gardens, NY 11415","118-66 Metropolitan Ave Unit 1DKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,118-66,"118-66 Metropolitan Ave #1d, Kew Gardens, NY 11415, USA",40.7062291,-73.8326755
Brokered by Serhant,Condo for sale,7990000,5,4,5202,46 Laight St Unit Maisonette,"New York, NY 10013","46 Laight St Unit MaisonetteNew York, NY 10013",United States,New York,New York County,New York,Laight Street,"46 Laight St, New York, NY 10013, USA",40.7221603,-74.0078633
Brokered by Cross Country Realty,Condo for sale,250000,3,1,2184.207862,380 Cozine Ave Apt 2A,"Brooklyn, NY 11207","380 Cozine Ave Apt 2ABrooklyn, NY 11207",New York,Kings County,Brooklyn,East New York,380,"380 Cozine Ave #2a, Brooklyn, NY 11207, USA",40.6576494,-73.8782466
Brokered by Mattia Realty Inc,Multi-family home for sale,2749000,3,6,4480,2163 E 17th St,"Brooklyn, NY 11229","2163 E 17th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 17th Street,"2163 E 17th St, Brooklyn, NY 11229, USA",40.5974982,-73.9539607
Brokered by Douglas Elliman - Franklin Square,Townhouse for sale,860000,3,2,2000,971 E 40th St,"Brooklyn, NY 11210","971 E 40th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 40th Street,"971 E 40th St, Brooklyn, NY 11210, USA",40.6315943,-73.9376928
Brokered by Serhant,Condo for sale,1195000,1,1,713,57 Reade St Apt 12E,"New York, NY 10007","57 Reade St Apt 12ENew York, NY 10007",New York,New York County,New York,Manhattan,57,"57 Reade St #12e, New York, NY 10007, USA",40.7147947,-74.0064392
Brokered by East Coast REALTORS Inc,House for sale,825000,3,2,1400,112-30 38th Ave,"Corona, NY 11368","112-30 38th AveCorona, NY 11368",United States,New York,Queens County,Queens,38th Avenue,"112-30 38th Ave, Flushing, NY 11368, USA",40.7537084,-73.8542469
Brokered by TREBACH REALTY INC,Co-op for sale,295000,2,1,2184.207862,3512 Oxford Ave Apt 1E,"Bronx, NY 10463","3512 Oxford Ave Apt 1EBronx, NY 10463",Bronx County,The Bronx,Riverdale,Oxford Avenue,Parking lot,"Parking lot, 3512 Oxford Ave #1e, Bronx, NY 10463, USA",40.8858375,-73.9088586
Brokered by COMPASS,Pending,999000,1,2,1150,403 E 62nd St Apt 14A,"Manhattan, NY 10065","403 E 62nd St Apt 14AManhattan, NY 10065",New York,New York County,New York,Manhattan,403,"403 E 62nd St #14a, New York, NY 10065, USA",40.7614157,-73.9599761
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Condo for sale,599000,1,1,2184.207862,158 E 100th St Apt 2R,"New York, NY 10029","158 E 100th St Apt 2RNew York, NY 10029",New York,New York County,New York,Manhattan,158,"158 E 100th St #2r, New York, NY 10029, USA",40.7879956,-73.9485879
Brokered by Douglas Elliman - Franklin Square,Townhouse for sale,860000,3,2,2000,971 E 40th St,"Brooklyn, NY 11210","971 E 40th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 40th Street,"971 E 40th St, Brooklyn, NY 11210, USA",40.6315943,-73.9376928
Brokered by Serhant,Condo for sale,1195000,1,1,713,57 Reade St Apt 12E,"New York, NY 10007","57 Reade St Apt 12ENew York, NY 10007",New York,New York County,New York,Manhattan,57,"57 Reade St #12e, New York, NY 10007, USA",40.7147947,-74.0064392
Brokered by Island Advantage Realty Llc,Multi-family home for sale,1169900,6,4,2310,102-33 46th Ave,"Corona, NY 11368","102-33 46th AveCorona, NY 11368",United States,New York,Queens County,Queens,46th Avenue,"102-33 46th Ave, Flushing, NY 11368, USA",40.7462943,-73.8609962
